observation,name,date,time
25,TUVT10100321,18/4/2018,12:17:31
1,TFIT16300632,19/4/2018,10:08:32
2,TUVT17230223,19/4/2018,09:15:16
3,TFIT16280428,19/4/2018,08:56:35
4,TFIT08261125,19/4/2018,11:37:11
5,TUVT11170327,19/4/2018,09:37:58
6,TUVT20040435,19/4/2018,11:35:48
7,TUVT11170327,19/4/2018,09:38:04
8,TUVT20040435,19/4/2018,12:05:17
9,TFIT16300632,19/4/2018,08:53:41
10,TFIT16280428,19/4/2018,08:11:22
11,TFIT15240720,19/4/2018,09:58:23
12,TFIT16240724,19/4/2018,09:45:03
13,TFIT11241018,19/4/2018,08:56:42
14,TUVT11070525,19/4/2018,09:08:22
15,TFIT15260826,19/4/2018,08:29:23
16,TFIT10040522,19/4/2018,12:36:53
17,TFIT06110919,19/4/2018,10:07:40
18,TUVT06170419,19/4/2018,09:01:09
19,TFIT16180930,19/4/2018,10:20:37
20,TFIT06211118,19/4/2018,11:26:34
21,TUVT06170419,19/4/2018,10:53:06
22,TUVT20040435,19/4/2018,10:55:32
23,TUVT10100321,19/4/2018,10:05:45
24,TUVT17230223,19/4/2018,12:20:01
25,TUVT20250333,19/4/2018,08:36:52
1,TFIT16280428,20/4/2018,09:05:38
2,TUVT11170327,20/4/2018,08:24:50
3,TFIT08261125,20/4/2018,08:47:37
4,TFIT16300632,20/4/2018,08:38:41
5,TUVT20040435,20/4/2018,11:34:59
6,TUVT17230223,20/4/2018,10:20:02
7,TFIT16280428,20/4/2018,09:13:32
8,TFIT08261125,20/4/2018,12:56:10
9,TFIT16280428,20/4/2018,12:14:57
10,TFIT16300632,20/4/2018,12:39:29
11,TFIT06110919,20/4/2018,10:49:48
12,TUVT10100321,20/4/2018,08:23:18
13,TFIT10040522,20/4/2018,12:37:27
14,TFIT16180930,20/4/2018,09:51:59
15,TFIT15260826,20/4/2018,11:51:55
16,TUVT11070525,20/4/2018,12:41:14
17,TFIT06211118,20/4/2018,10:26:40
18,TUVT20250333,20/4/2018,08:05:56
19,TUVT06170419,20/4/2018,09:59:53
20,TFIT11241018,20/4/2018,10:23:53
21,TUVT11170327,20/4/2018,08:21:58
22,TUVT10100321,20/4/2018,09:46:31
23,TUVT06170419,20/4/2018,08:54:15
24,TUVT11070525,20/4/2018,10:09:32
25,TUVT20250333,20/4/2018,08:37:01
1,TFIT16300632,23/4/2018,08:52:20
2,TUVT17230223,23/4/2018,11:30:14
3,TUVT20040435,23/4/2018,12:16:04
4,TFIT08261125,23/4/2018,10:15:07
5,TFIT16280428,23/4/2018,10:41:09
6,TUVT11170327,23/4/2018,08:52:05
7,TFIT16280428,23/4/2018,08:18:49
8,TUVT20040435,23/4/2018,12:42:46
9,TFIT16280428,23/4/2018,12:52:56
10,TFIT08261125,23/4/2018,08:12:39
11,TFIT11241018,23/4/2018,11:31:14
12,TUVT20250333,23/4/2018,08:47:28
13,TFIT15240720,23/4/2018,11:05:33
14,TUVT06170419,23/4/2018,11:49:40
15,TFIT15260826,23/4/2018,09:23:51
16,TFIT16240724,23/4/2018,08:16:00
17,TFIT10040522,23/4/2018,11:57:23
18,TUVT10100321,23/4/2018,12:21:46
19,TFIT16180930,23/4/2018,12:50:02
20,TFIT06211118,23/4/2018,11:35:45
21,TUVT11170327,23/4/2018,12:39:26
22,TUVT11070525,23/4/2018,11:12:38
23,TUVT06170419,23/4/2018,11:40:34
24,TUVT10100321,23/4/2018,09:36:05
25,TUVT20040435,23/4/2018,11:12:35
1,TUVT11170327,24/4/2018,10:15:36
2,TUVT17230223,24/4/2018,10:42:39
3,TFIT08261125,24/4/2018,08:33:59
4,TFIT16300632,24/4/2018,11:51:54
5,TUVT20040435,24/4/2018,10:23:24
6,TFIT16280428,24/4/2018,10:12:21
7,TFIT16300632,24/4/2018,10:25:41
8,TFIT16300632,24/4/2018,10:23:15
9,TFIT16300632,24/4/2018,09:40:46
10,TUVT11170327,24/4/2018,11:38:28
11,TFIT16180930,24/4/2018,08:47:51
12,TFIT11241018,24/4/2018,08:38:23
13,TUVT10100321,24/4/2018,12:18:18
14,TUVT20250333,24/4/2018,10:47:48
15,TFIT06110919,24/4/2018,08:48:58
16,TFIT16240724,24/4/2018,09:19:27
17,TFIT15260826,24/4/2018,08:51:49
18,TFIT10040522,24/4/2018,10:53:23
19,TUVT06170419,24/4/2018,08:39:59
20,TFIT15240720,24/4/2018,10:28:01
21,TUVT11070525,24/4/2018,08:49:30
22,TUVT11170327,24/4/2018,08:16:24
23,TUVT20040435,24/4/2018,12:02:10
24,TUVT06170419,24/4/2018,08:15:41
25,TUVT20250333,24/4/2018,11:02:32
1,TUVT20040435,25/4/2018,09:54:13
2,TFIT16280428,25/4/2018,10:50:30
3,TUVT17230223,25/4/2018,09:16:34
4,TFIT16300632,25/4/2018,09:07:57
5,TUVT11170327,25/4/2018,08:43:20
6,TFIT08261125,25/4/2018,08:08:30
7,TUVT11170327,25/4/2018,10:11:30
8,TFIT16300632,25/4/2018,09:32:22
9,TFIT08261125,25/4/2018,08:51:42
10,TFIT08261125,25/4/2018,11:06:30
11,TFIT11241018,25/4/2018,10:26:34
12,TUVT20250333,25/4/2018,09:22:01
13,TUVT10100321,25/4/2018,11:24:49
14,TFIT10040522,25/4/2018,11:45:26
15,TFIT16240724,25/4/2018,08:13:13
16,TFIT06211118,25/4/2018,10:21:15
17,TFIT06110919,25/4/2018,12:56:01
18,TFIT16180930,25/4/2018,08:05:42
19,TFIT15240720,25/4/2018,11:12:35
20,TUVT11070525,25/4/2018,12:29:23
21,TUVT20250333,25/4/2018,11:32:03
22,TUVT20040435,25/4/2018,12:42:15
23,TUVT10100321,25/4/2018,12:50:15
24,TUVT06170419,25/4/2018,08:30:11
25,TUVT11070525,25/4/2018,10:49:41
1,TUVT20040435,26/4/2018,08:38:09
2,TFIT08261125,26/4/2018,09:16:34
3,TUVT17230223,26/4/2018,08:44:37
4,TUVT11170327,26/4/2018,09:01:22
5,TFIT16300632,26/4/2018,08:11:03
6,TFIT16280428,26/4/2018,10:30:29
7,TUVT20040435,26/4/2018,12:32:43
8,TUVT17230223,26/4/2018,09:22:35
9,TFIT16280428,26/4/2018,11:58:45
10,TUVT17230223,26/4/2018,09:53:42
11,TUVT10100321,26/4/2018,10:32:00
12,TFIT15260826,26/4/2018,08:44:22
13,TUVT06170419,26/4/2018,11:09:39
14,TFIT06110919,26/4/2018,12:29:25
15,TUVT11070525,26/4/2018,10:15:17
16,TUVT20250333,26/4/2018,12:52:37
17,TFIT16180930,26/4/2018,11:37:40
18,TFIT11241018,26/4/2018,09:43:00
19,TFIT06211118,26/4/2018,11:49:28
20,TFIT15240720,26/4/2018,10:57:34
21,TUVT20040435,26/4/2018,10:05:58
22,TUVT17230223,26/4/2018,08:46:19
23,TUVT20250333,26/4/2018,08:37:01
24,TUVT11070525,26/4/2018,08:30:45
25,TUVT10100321,26/4/2018,12:15:44
1,TUVT11170327,27/4/2018,11:57:34
2,TUVT20040435,27/4/2018,09:06:57
3,TFIT08261125,27/4/2018,09:29:56
4,TFIT16280428,27/4/2018,09:46:36
5,TUVT17230223,27/4/2018,08:48:36
6,TFIT16300632,27/4/2018,10:43:09
7,TUVT11170327,27/4/2018,09:12:31
8,TUVT17230223,27/4/2018,11:11:36
9,TFIT08261125,27/4/2018,11:28:01
10,TFIT16300632,27/4/2018,12:31:54
11,TFIT11241018,27/4/2018,12:44:00
12,TFIT15240720,27/4/2018,12:29:06
13,TFIT16180930,27/4/2018,09:48:51
14,TFIT06110919,27/4/2018,11:28:29
15,TFIT16240724,27/4/2018,12:01:10
16,TUVT20250333,27/4/2018,12:16:38
17,TFIT06211118,27/4/2018,09:36:27
18,TUVT10100321,27/4/2018,12:21:57
19,TUVT06170419,27/4/2018,10:12:35
20,TFIT15260826,27/4/2018,12:13:40
21,TUVT11170327,27/4/2018,10:37:20
22,TUVT20040435,27/4/2018,09:57:13
23,TUVT17230223,27/4/2018,08:30:44
24,TUVT06170419,27/4/2018,12:39:45
25,TUVT11070525,27/4/2018,11:33:05
1,TFIT08261125,30/4/2018,10:32:57
2,TUVT20040435,30/4/2018,10:24:36
3,TFIT16280428,30/4/2018,09:32:45
4,TFIT16300632,30/4/2018,10:44:28
5,TUVT17230223,30/4/2018,11:00:59
6,TUVT11170327,30/4/2018,10:03:41
7,EMPTY,30/4/2018,08:01:02
8,TFIT08261125,30/4/2018,09:20:24
9,TFIT16280428,30/4/2018,09:23:35
10,EMPTY,30/4/2018,08:01:58
11,TFIT11241018,30/4/2018,11:01:46
12,TUVT10100321,30/4/2018,08:53:08
13,TFIT16180930,30/4/2018,08:25:08
14,TUVT11070525,30/4/2018,11:08:40
15,TFIT06110919,30/4/2018,11:15:01
16,TFIT10040522,30/4/2018,10:06:04
17,TFIT06211118,30/4/2018,10:39:28
18,TUVT20250333,30/4/2018,10:51:36
19,TFIT15260826,30/4/2018,10:39:46
20,TUVT06170419,30/4/2018,10:49:54
21,TUVT11070525,30/4/2018,09:49:18
22,TUVT10100321,30/4/2018,09:23:41
23,TUVT11170327,30/4/2018,11:17:13
24,TUVT17230223,30/4/2018,11:20:06
25,TUVT20250333,30/4/2018,11:17:44
1,TUVT11170327,2/5/2018,09:25:36
2,TFIT16280428,2/5/2018,10:53:33
3,TUVT17230223,2/5/2018,09:58:50
4,TFIT16300632,2/5/2018,12:53:30
5,TUVT20040435,2/5/2018,08:25:44
6,TFIT08261125,2/5/2018,11:03:07
7,TFIT16280428,2/5/2018,12:42:11
8,TFIT16300632,2/5/2018,08:22:53
9,TUVT17230223,2/5/2018,11:12:57
10,TFIT08261125,2/5/2018,10:26:51
11,TFIT16180930,2/5/2018,08:36:50
12,TFIT10040522,2/5/2018,09:56:52
13,TFIT06110919,2/5/2018,12:54:06
14,TFIT15260826,2/5/2018,10:53:43
15,TUVT20250333,2/5/2018,08:22:28
16,TUVT06170419,2/5/2018,08:51:11
17,TFIT16240724,2/5/2018,08:53:54
18,TFIT06211118,2/5/2018,12:04:20
19,TUVT10100321,2/5/2018,11:59:23
20,TFIT11241018,2/5/2018,12:12:31
21,TUVT17230223,2/5/2018,10:57:10
22,TUVT11070525,2/5/2018,11:29:25
23,TUVT20250333,2/5/2018,08:04:47
24,TUVT11170327,2/5/2018,09:04:48
25,TUVT20040435,2/5/2018,09:05:19
1,TFIT16300632,3/5/2018,10:30:59
2,TUVT17230223,3/5/2018,11:40:31
3,TFIT08261125,3/5/2018,09:38:56
4,TUVT11170327,3/5/2018,11:11:21
5,TUVT20040435,3/5/2018,09:03:01
6,TFIT16280428,3/5/2018,12:22:22
7,TFIT16300632,3/5/2018,10:32:45
8,TFIT16300632,3/5/2018,09:19:49
9,TUVT11170327,3/5/2018,10:30:49
10,TFIT08261125,3/5/2018,09:20:30
11,TFIT16180930,3/5/2018,11:26:34
12,TFIT15240720,3/5/2018,08:23:06
13,TFIT15260826,3/5/2018,12:46:39
14,TUVT20250333,3/5/2018,10:40:57
15,TFIT10040522,3/5/2018,10:40:13
16,TUVT11070525,3/5/2018,10:13:51
17,TFIT06110919,3/5/2018,09:29:25
18,TUVT10100321,3/5/2018,12:56:47
19,TFIT06211118,3/5/2018,09:29:06
20,TUVT06170419,3/5/2018,12:27:14
21,TUVT17230223,3/5/2018,09:22:35
22,TUVT20040435,3/5/2018,12:38:42
23,TUVT20250333,3/5/2018,09:30:58
24,TUVT06170419,3/5/2018,12:07:41
25,TUVT11070525,3/5/2018,10:12:47
1,TUVT20040435,4/5/2018,11:45:08
2,TUVT11170327,4/5/2018,11:52:14
3,TUVT17230223,4/5/2018,10:46:56
4,TFIT16280428,4/5/2018,10:32:28
5,TFIT16300632,4/5/2018,11:16:53
6,TFIT08261125,4/5/2018,09:37:12
7,TFIT16280428,4/5/2018,08:04:25
8,TFIT16280428,4/5/2018,12:16:55
9,TUVT17230223,4/5/2018,11:49:02
10,TFIT08261125,4/5/2018,09:30:19
11,TFIT11241018,4/5/2018,12:17:57
12,TFIT06110919,4/5/2018,11:42:45
13,TUVT20250333,4/5/2018,08:00:51
14,TFIT10040522,4/5/2018,09:39:05
15,TUVT11070525,4/5/2018,09:23:35
16,TUVT10100321,4/5/2018,08:29:50
17,TFIT15260826,4/5/2018,11:09:26
18,TUVT06170419,4/5/2018,12:32:20
19,TFIT16240724,4/5/2018,11:57:28
20,TFIT06211118,4/5/2018,08:22:14
21,TUVT20040435,4/5/2018,08:45:32
22,TUVT11170327,4/5/2018,11:59:32
23,TUVT06170419,4/5/2018,08:42:24
24,TUVT11070525,4/5/2018,12:58:55
25,TUVT17230223,4/5/2018,10:09:46
1,TFIT16280428,7/5/2018,12:08:08
2,EMPTY,7/5/2018,08:00:00
3,TUVT11170327,7/5/2018,08:49:39
4,TUVT20040435,7/5/2018,12:48:52
5,TUVT17230223,7/5/2018,09:11:49
6,TFIT08261125,7/5/2018,09:01:34
7,TFIT16300632,7/5/2018,10:02:46
8,TUVT11170327,7/5/2018,10:46:15
9,TUVT20040435,7/5/2018,08:16:41
10,TFIT08261125,7/5/2018,12:34:43
11,TFIT11241018,7/5/2018,12:16:42
12,TFIT06211118,7/5/2018,12:02:38
13,TFIT16180930,7/5/2018,12:28:28
14,TFIT06110919,7/5/2018,12:37:41
15,TFIT16240724,7/5/2018,09:47:39
16,TFIT15260826,7/5/2018,11:45:04
17,TUVT20250333,7/5/2018,12:50:29
18,TFIT10040522,7/5/2018,10:19:10
19,TUVT10100321,7/5/2018,12:13:44
20,TUVT06170419,7/5/2018,10:24:26
21,TUVT11170327,7/5/2018,11:37:45
22,TUVT20250333,7/5/2018,11:41:42
23,TUVT11070525,7/5/2018,08:20:43
24,TUVT20040435,7/5/2018,11:00:48
25,TUVT06170419,7/5/2018,11:55:15
1,TUVT11170327,8/5/2018,12:47:01
2,TFIT16280428,8/5/2018,09:36:24
3,TFIT16300632,8/5/2018,12:03:36
4,TUVT20040435,8/5/2018,09:30:29
5,TFIT08261125,8/5/2018,09:35:05
6,EMPTY,8/5/2018,08:00:25
7,TUVT17230223,8/5/2018,08:44:45
8,TUVT17230223,8/5/2018,11:08:45
9,TFIT16300632,8/5/2018,11:09:28
10,TFIT16280428,8/5/2018,11:27:05
11,TFIT11241018,8/5/2018,10:05:04
12,TFIT15240720,8/5/2018,09:54:22
13,TFIT16240724,8/5/2018,11:08:39
14,TUVT11070525,8/5/2018,12:29:47
15,TUVT20250333,8/5/2018,09:59:57
16,TFIT10040522,8/5/2018,12:09:42
17,TFIT06110919,8/5/2018,11:42:48
18,TFIT16180930,8/5/2018,12:52:21
19,TFIT06211118,8/5/2018,12:58:54
20,TUVT10100321,8/5/2018,09:03:02
21,TUVT17230223,8/5/2018,09:51:36
22,TUVT11070525,8/5/2018,10:28:12
23,TUVT11170327,8/5/2018,11:40:56
24,TUVT20250333,8/5/2018,10:28:02
25,TUVT10100321,8/5/2018,10:03:08
1,TUVT17230223,9/5/2018,11:47:34
2,TFIT08261125,9/5/2018,10:46:33
3,TUVT11170327,9/5/2018,11:17:47
4,TFIT16300632,9/5/2018,10:47:41
5,TUVT20040435,9/5/2018,10:11:51
6,TFIT16280428,9/5/2018,12:04:20
7,TUVT17230223,9/5/2018,10:29:59
8,TFIT16300632,9/5/2018,11:51:26
9,TUVT17230223,9/5/2018,08:08:20
10,TUVT11170327,9/5/2018,08:52:42
11,TFIT11241018,9/5/2018,12:28:18
12,TFIT16240724,9/5/2018,08:10:20
13,TFIT06211118,9/5/2018,12:58:00
14,TFIT15240720,9/5/2018,09:52:36
15,TFIT10040522,9/5/2018,12:07:15
16,TFIT15260826,9/5/2018,12:59:01
17,TFIT06110919,9/5/2018,10:43:11
18,TUVT20250333,9/5/2018,08:43:29
19,TUVT11070525,9/5/2018,10:27:48
20,TUVT06170419,9/5/2018,10:26:34
21,TUVT06170419,9/5/2018,08:39:19
22,TUVT11070525,9/5/2018,10:44:29
23,TUVT20040435,9/5/2018,09:12:50
24,TUVT20250333,9/5/2018,12:36:01
25,TUVT10100321,9/5/2018,09:39:56
1,TUVT20040435,10/5/2018,09:39:54
2,TFIT08261125,10/5/2018,08:37:55
3,TFIT16300632,10/5/2018,09:33:31
4,TFIT16280428,10/5/2018,08:21:03
5,TUVT11170327,10/5/2018,10:43:32
6,TUVT17230223,10/5/2018,11:59:12
7,TFIT16280428,10/5/2018,08:20:54
8,TUVT17230223,10/5/2018,08:11:59
9,TUVT17230223,10/5/2018,10:41:53
10,TFIT16280428,10/5/2018,09:24:42
11,TUVT20250333,10/5/2018,12:36:49
12,TFIT15240720,10/5/2018,10:35:18
13,TFIT11241018,10/5/2018,10:08:16
14,TUVT10100321,10/5/2018,08:15:16
15,TFIT10040522,10/5/2018,08:15:38
16,TUVT11070525,10/5/2018,10:51:41
17,TFIT06211118,10/5/2018,09:05:52
18,TFIT16180930,10/5/2018,12:20:20
19,TFIT06110919,10/5/2018,09:19:57
20,TFIT16240724,10/5/2018,08:16:44
21,TUVT20040435,10/5/2018,09:53:45
22,TUVT20250333,10/5/2018,09:26:17
23,TUVT11170327,10/5/2018,09:09:22
24,TUVT11070525,10/5/2018,12:22:46
25,TUVT10100321,10/5/2018,08:54:48
1,TUVT20040435,11/5/2018,12:11:30
2,TUVT17230223,11/5/2018,08:15:10
3,TFIT16300632,11/5/2018,08:06:24
4,TFIT08261125,11/5/2018,08:02:30
5,TUVT11170327,11/5/2018,09:37:21
6,TFIT16280428,11/5/2018,08:25:06
7,TFIT16280428,11/5/2018,09:26:30
8,TUVT11170327,11/5/2018,10:59:29
9,TFIT16300632,11/5/2018,09:39:31
10,TFIT08261125,11/5/2018,11:36:45
11,TFIT16180930,11/5/2018,09:58:12
12,TFIT06110919,11/5/2018,08:24:44
13,TFIT11241018,11/5/2018,12:45:42
14,TUVT20250333,11/5/2018,11:19:12
15,TFIT16240724,11/5/2018,12:03:51
16,TUVT11070525,11/5/2018,12:02:55
17,TFIT10040522,11/5/2018,09:30:10
18,TFIT15240720,11/5/2018,08:22:01
19,TUVT06170419,11/5/2018,10:28:04
20,TUVT10100321,11/5/2018,09:35:32
21,TUVT20250333,11/5/2018,11:51:48
22,TUVT10100321,11/5/2018,10:38:52
23,TUVT06170419,11/5/2018,09:15:11
24,TUVT20040435,11/5/2018,10:48:54
25,TUVT11070525,11/5/2018,12:08:09
1,TUVT11170327,15/5/2018,11:42:33
2,TFIT16300632,15/5/2018,08:17:33
3,TUVT20040435,15/5/2018,12:30:29
4,TFIT08261125,15/5/2018,11:04:37
5,TFIT16280428,15/5/2018,08:40:05
6,TUVT17230223,15/5/2018,11:20:44
7,TFIT16300632,15/5/2018,08:11:03
8,TUVT11170327,15/5/2018,12:42:53
9,TFIT16280428,15/5/2018,09:31:34
10,TFIT16280428,15/5/2018,10:58:25
11,TFIT16180930,15/5/2018,11:28:06
12,TFIT11241018,15/5/2018,11:27:35
13,TUVT10100321,15/5/2018,10:30:13
14,TFIT15240720,15/5/2018,11:08:44
15,TFIT10040522,15/5/2018,09:17:42
16,TFIT06211118,15/5/2018,10:39:17
17,TFIT16240724,15/5/2018,12:50:28
18,TFIT06110919,15/5/2018,12:31:02
19,TFIT15260826,15/5/2018,08:32:58
20,TUVT20250333,15/5/2018,12:06:31
21,TUVT06170419,15/5/2018,12:20:37
22,TUVT10100321,15/5/2018,10:47:18
23,TUVT11070525,15/5/2018,08:36:55
24,TUVT17230223,15/5/2018,10:56:40
25,TUVT20250333,15/5/2018,09:27:04
1,TUVT11170327,16/5/2018,09:45:55
2,TFIT08261125,16/5/2018,09:43:33
3,TFIT16300632,16/5/2018,09:22:47
4,TUVT20040435,16/5/2018,11:07:33
5,TUVT17230223,16/5/2018,10:37:42
6,TFIT16280428,16/5/2018,10:09:02
7,TFIT08261125,16/5/2018,09:42:24
8,TUVT17230223,16/5/2018,10:50:02
9,TUVT11170327,16/5/2018,08:44:47
10,TFIT16280428,16/5/2018,10:26:20
11,TUVT20250333,16/5/2018,12:23:46
12,TFIT16180930,16/5/2018,10:44:35
13,TFIT15240720,16/5/2018,08:12:27
14,TFIT06110919,16/5/2018,08:20:18
15,TFIT16240724,16/5/2018,08:27:58
16,TFIT10040522,16/5/2018,12:24:48
17,TFIT11241018,16/5/2018,08:51:39
18,TUVT10100321,16/5/2018,09:23:07
19,TUVT11070525,16/5/2018,08:33:34
20,TFIT06211118,16/5/2018,12:19:22
21,TUVT20250333,16/5/2018,08:48:48
22,TUVT17230223,16/5/2018,09:33:32
23,TUVT11170327,16/5/2018,08:51:35
24,TUVT20040435,16/5/2018,10:00:01
25,TUVT10100321,16/5/2018,12:25:05
1,TUVT11170327,17/5/2018,08:28:48
2,TFIT08261125,17/5/2018,10:25:51
3,TFIT16300632,17/5/2018,12:42:23
4,TUVT17230223,17/5/2018,12:28:02
5,TUVT20040435,17/5/2018,09:22:36
6,EMPTY,17/5/2018,08:00:03
7,TFIT16280428,17/5/2018,12:31:48
8,TUVT11170327,17/5/2018,12:19:47
9,TFIT16300632,17/5/2018,11:22:11
10,TFIT16300632,17/5/2018,11:16:57
11,TUVT06170419,17/5/2018,10:09:42
12,TUVT10100321,17/5/2018,09:02:43
13,TUVT20250333,17/5/2018,08:14:04
14,TFIT06211118,17/5/2018,09:22:53
15,TFIT16180930,17/5/2018,10:24:52
16,TFIT06110919,17/5/2018,11:27:36
17,TFIT15240720,17/5/2018,10:10:53
18,TFIT11241018,17/5/2018,11:57:55
19,TUVT11070525,17/5/2018,11:48:26
20,TFIT16240724,17/5/2018,08:39:20
21,TUVT20250333,17/5/2018,08:24:06
22,TUVT06170419,17/5/2018,11:49:22
23,TUVT11170327,17/5/2018,09:25:08
24,TUVT10100321,17/5/2018,12:01:56
25,TUVT11070525,17/5/2018,11:52:09
1,TUVT17230223,18/5/2018,11:59:47
2,TUVT11170327,18/5/2018,09:18:31
3,TFIT08261125,18/5/2018,11:15:24
4,TFIT16280428,18/5/2018,08:28:52
5,TFIT16300632,18/5/2018,09:46:37
6,TUVT20040435,18/5/2018,12:17:02
7,TUVT20040435,18/5/2018,10:25:02
8,TFIT08261125,18/5/2018,09:10:31
9,TUVT11170327,18/5/2018,09:24:05
10,TUVT17230223,18/5/2018,11:40:16
11,TUVT20250333,18/5/2018,11:41:01
12,TUVT06170419,18/5/2018,10:21:21
13,TFIT15260826,18/5/2018,09:25:47
14,TFIT10040522,18/5/2018,09:46:11
15,TFIT16240724,18/5/2018,08:04:02
16,TUVT11070525,18/5/2018,08:48:25
17,TUVT10100321,18/5/2018,12:07:08
18,TFIT15240720,18/5/2018,09:15:43
19,TFIT11241018,18/5/2018,10:41:31
20,TFIT06211118,18/5/2018,11:12:54
21,TUVT20250333,18/5/2018,09:20:28
22,TUVT10100321,18/5/2018,08:58:43
23,TUVT17230223,18/5/2018,11:28:45
24,TUVT11070525,18/5/2018,11:14:08
25,TUVT20040435,18/5/2018,11:47:50
1,TUVT17230223,21/5/2018,12:28:01
2,TFIT16300632,21/5/2018,12:00:57
3,TFIT16280428,21/5/2018,10:11:10
4,TUVT20040435,21/5/2018,11:05:49
5,TUVT11170327,21/5/2018,11:21:35
6,TFIT08261125,21/5/2018,12:15:39
7,TFIT16280428,21/5/2018,11:34:40
8,TUVT11170327,21/5/2018,10:38:24
9,TFIT16280428,21/5/2018,10:27:43
10,TUVT17230223,21/5/2018,09:13:55
11,TFIT16240724,21/5/2018,11:57:24
12,TFIT15240720,21/5/2018,11:33:36
13,TFIT16180930,21/5/2018,09:33:03
14,TUVT11070525,21/5/2018,09:33:00
15,TFIT11241018,21/5/2018,12:14:16
16,TFIT15260826,21/5/2018,10:39:13
17,TUVT10100321,21/5/2018,08:04:38
18,TFIT06110919,21/5/2018,12:48:45
19,TUVT06170419,21/5/2018,10:50:17
20,TFIT10040522,21/5/2018,10:23:03
21,TUVT20250333,21/5/2018,11:11:37
22,TUVT20040435,21/5/2018,12:27:02
23,TUVT17230223,21/5/2018,11:58:32
24,TUVT10100321,21/5/2018,10:37:42
25,TUVT06170419,21/5/2018,08:18:39
1,TFIT16280428,22/5/2018,08:49:53
2,TFIT08261125,22/5/2018,11:47:04
3,TFIT16300632,22/5/2018,12:53:13
4,TUVT17230223,22/5/2018,10:25:12
5,TUVT11170327,22/5/2018,11:07:12
6,TUVT20040435,22/5/2018,08:23:49
7,TFIT16300632,22/5/2018,08:17:02
8,TFIT16280428,22/5/2018,11:28:03
9,TFIT16280428,22/5/2018,11:54:10
10,TUVT11170327,22/5/2018,10:21:00
11,TFIT15260826,22/5/2018,12:12:41
12,TUVT20250333,22/5/2018,12:34:13
13,TFIT06110919,22/5/2018,09:35:50
14,TFIT11241018,22/5/2018,09:22:49
15,TFIT10040522,22/5/2018,10:06:21
16,TUVT10100321,22/5/2018,09:11:49
17,TFIT16180930,22/5/2018,11:50:46
18,TUVT06170419,22/5/2018,11:31:01
19,TFIT06211118,22/5/2018,11:31:50
20,TFIT16240724,22/5/2018,08:22:56
21,TUVT06170419,22/5/2018,09:48:32
22,TUVT11170327,22/5/2018,12:19:28
23,TUVT20040435,22/5/2018,11:14:31
24,TUVT17230223,22/5/2018,11:15:17
25,TUVT20250333,22/5/2018,12:24:00
1,TFIT16280428,23/5/2018,09:58:37
2,TFIT08261125,23/5/2018,10:09:39
3,TUVT11170327,23/5/2018,10:43:00
4,TUVT20040435,23/5/2018,09:51:59
5,TFIT16300632,23/5/2018,08:47:04
6,TUVT17230223,23/5/2018,12:34:14
7,TFIT16280428,23/5/2018,08:28:05
8,TUVT11170327,23/5/2018,09:27:41
9,TFIT08261125,23/5/2018,10:02:45
10,TFIT08261125,23/5/2018,09:16:50
11,TFIT15260826,23/5/2018,11:42:42
12,TFIT16240724,23/5/2018,10:58:28
13,TUVT11070525,23/5/2018,11:25:31
14,TFIT15240720,23/5/2018,12:30:44
15,TFIT06211118,23/5/2018,10:17:37
16,TFIT06110919,23/5/2018,11:36:15
17,TUVT06170419,23/5/2018,09:31:33
18,TFIT10040522,23/5/2018,08:53:23
19,TFIT11241018,23/5/2018,11:52:44
20,TFIT16180930,23/5/2018,10:34:46
21,TUVT17230223,23/5/2018,08:52:29
22,TUVT10100321,23/5/2018,10:18:20
23,TUVT06170419,23/5/2018,12:06:32
24,TUVT11170327,23/5/2018,12:20:10
25,TUVT20040435,23/5/2018,11:46:58
1,TUVT17230223,24/5/2018,08:15:01
2,TUVT20040435,24/5/2018,12:54:30
3,TFIT08261125,24/5/2018,08:18:41
4,TFIT16280428,24/5/2018,10:52:26
5,TFIT16300632,24/5/2018,09:58:49
6,TUVT11170327,24/5/2018,09:21:38
7,TUVT17230223,24/5/2018,11:04:29
8,TFIT16280428,24/5/2018,10:47:25
9,TFIT16300632,24/5/2018,11:10:41
10,TUVT11170327,24/5/2018,08:32:54
11,TFIT06211118,24/5/2018,11:10:51
12,TFIT16180930,24/5/2018,11:21:08
13,TUVT10100321,24/5/2018,10:44:48
14,TFIT11241018,24/5/2018,10:03:42
15,TFIT16240724,24/5/2018,11:43:54
16,TUVT20250333,24/5/2018,08:17:02
17,TUVT06170419,24/5/2018,09:30:33
18,TFIT15240720,24/5/2018,12:25:43
19,TFIT10040522,24/5/2018,08:26:18
20,TFIT15260826,24/5/2018,10:36:07
21,TUVT11070525,24/5/2018,11:48:35
22,TUVT20040435,24/5/2018,11:48:23
23,TUVT10100321,24/5/2018,12:58:52
24,TUVT17230223,24/5/2018,12:43:45
25,TUVT11170327,24/5/2018,09:04:24
1,TFIT16280428,25/5/2018,12:42:12
2,TUVT11170327,25/5/2018,11:58:34
3,TFIT16300632,25/5/2018,10:14:24
4,TUVT20040435,25/5/2018,08:48:13
5,TFIT08261125,25/5/2018,10:58:32
6,TUVT17230223,25/5/2018,10:39:24
7,TFIT08261125,25/5/2018,10:52:02
