observation,name,date,time
9,TUVT11170327,6/2/2018,12:40:29
10,TFIT16300632,6/2/2018,10:31:30
11,TUVT06170419,6/2/2018,10:55:02
12,TUVT11070525,6/2/2018,09:08:19
13,TFIT16180930,6/2/2018,09:51:34
14,TUVT10100321,6/2/2018,11:56:11
15,TFIT06110919,6/2/2018,08:19:03
16,TFIT16240724,6/2/2018,08:32:40
17,TFIT11241018,6/2/2018,12:46:51
18,TFIT15240720,6/2/2018,10:23:14
19,TFIT06211118,6/2/2018,10:12:18
20,TUVT20250333,6/2/2018,08:33:47
21,TUVT11070525,6/2/2018,12:13:06
22,TUVT17230223,6/2/2018,11:44:31
23,TUVT11170327,6/2/2018,08:59:44
24,TUVT10100321,6/2/2018,08:13:22
25,TUVT06170419,6/2/2018,09:17:18
1,TUVT11170327,7/2/2018,09:34:30
2,TUVT17230223,7/2/2018,10:23:14
3,TFIT16300632,7/2/2018,09:57:56
4,TFIT08261125,7/2/2018,12:35:37
5,TFIT15260826,7/2/2018,08:35:02
6,TUVT20040435,7/2/2018,10:41:44
7,TFIT16300632,7/2/2018,08:21:50
8,TUVT11170327,7/2/2018,11:04:48
9,TUVT11170327,7/2/2018,09:28:43
10,TUVT20040435,7/2/2018,12:52:03
11,TFIT06110919,7/2/2018,11:30:49
12,TFIT16180930,7/2/2018,09:53:49
13,TUVT10100321,7/2/2018,12:52:07
14,TFIT10040522,7/2/2018,12:12:35
15,TUVT20250333,7/2/2018,09:02:57
16,TUVT11070525,7/2/2018,12:49:19
17,TFIT15240720,7/2/2018,08:53:17
18,TFIT06211118,7/2/2018,10:40:55
19,TUVT06170419,7/2/2018,11:53:38
20,TFIT16280428,7/2/2018,12:52:53
21,TUVT20250333,7/2/2018,08:51:49
22,TUVT11170327,7/2/2018,11:49:31
23,TUVT11070525,7/2/2018,09:49:00
24,TUVT06170419,7/2/2018,12:11:00
25,TUVT10100321,7/2/2018,10:43:46
1,TFIT15260826,8/2/2018,10:21:29
2,TUVT17230223,8/2/2018,08:27:24
3,TUVT20040435,8/2/2018,12:55:36
4,TFIT16300632,8/2/2018,12:36:09
5,TUVT11170327,8/2/2018,10:56:03
6,TFIT08261125,8/2/2018,11:42:50
7,TFIT16300632,8/2/2018,10:24:44
8,TFIT16300632,8/2/2018,08:34:06
9,TFIT08261125,8/2/2018,10:43:34
10,TFIT15260826,8/2/2018,11:22:47
11,TFIT16280428,8/2/2018,12:53:23
12,TFIT06211118,8/2/2018,10:11:06
13,TUVT20250333,8/2/2018,11:33:07
14,TUVT10100321,8/2/2018,08:04:23
15,TFIT06110919,8/2/2018,08:33:25
16,TUVT11070525,8/2/2018,08:50:44
17,TFIT10040522,8/2/2018,12:58:49
18,TFIT11241018,8/2/2018,10:00:12
19,TFIT15240720,8/2/2018,12:14:23
20,TFIT16180930,8/2/2018,09:56:38
21,TUVT17230223,8/2/2018,09:28:18
22,TUVT10100321,8/2/2018,09:26:13
23,TUVT06170419,8/2/2018,08:17:50
24,TUVT20040435,8/2/2018,09:46:08
25,TUVT11170327,8/2/2018,09:35:21
1,TUVT20040435,9/2/2018,08:03:18
2,EMPTY,9/2/2018,08:02:56
3,TFIT16300632,9/2/2018,12:50:00
4,TFIT15260826,9/2/2018,12:07:51
5,TUVT11170327,9/2/2018,08:53:39
6,TUVT17230223,9/2/2018,08:31:05
7,TFIT08261125,9/2/2018,09:50:11
8,TFIT16300632,9/2/2018,12:31:11
9,TUVT20040435,9/2/2018,10:55:07
10,TUVT17230223,9/2/2018,08:41:44
11,TFIT16280428,9/2/2018,12:37:06
12,TFIT06211118,9/2/2018,08:26:44
13,TFIT10040522,9/2/2018,10:47:48
14,TFIT06110919,9/2/2018,10:03:47
15,TFIT16240724,9/2/2018,09:07:26
16,TFIT16180930,9/2/2018,09:45:58
17,TFIT15240720,9/2/2018,09:50:52
18,TUVT06170419,9/2/2018,08:59:04
19,TUVT11070525,9/2/2018,08:07:37
20,TUVT10100321,9/2/2018,12:17:11
21,TUVT11170327,9/2/2018,08:40:29
22,TUVT10100321,9/2/2018,08:40:52
23,TUVT20250333,9/2/2018,08:53:42
24,TUVT20040435,9/2/2018,12:27:57
25,TUVT17230223,9/2/2018,12:22:11
1,TUVT20040435,12/2/2018,08:43:24
2,TUVT11170327,12/2/2018,11:03:19
3,TUVT17230223,12/2/2018,09:34:51
4,TFIT16300632,12/2/2018,10:11:04
5,TFIT15260826,12/2/2018,09:40:11
6,TFIT08261125,12/2/2018,10:07:10
7,TFIT08261125,12/2/2018,12:55:56
8,TFIT16300632,12/2/2018,09:02:55
9,TFIT15260826,12/2/2018,10:25:23
10,TFIT16300632,12/2/2018,10:43:15
11,TUVT06170419,12/2/2018,09:02:15
12,TFIT06211118,12/2/2018,10:12:38
13,TFIT15240720,12/2/2018,08:01:08
14,TUVT20250333,12/2/2018,08:27:46
15,TFIT16180930,12/2/2018,12:09:49
16,TFIT11241018,12/2/2018,11:53:24
17,TFIT06110919,12/2/2018,08:17:39
18,TFIT16240724,12/2/2018,12:54:03
19,TUVT10100321,12/2/2018,12:39:22
20,TUVT11070525,12/2/2018,08:48:54
21,TUVT10100321,12/2/2018,08:01:10
22,TUVT11170327,12/2/2018,10:09:02
23,TUVT17230223,12/2/2018,10:15:57
24,TUVT20250333,12/2/2018,08:10:16
25,TUVT11070525,12/2/2018,12:48:41
1,TFIT16300632,13/2/2018,10:07:15
2,TFIT08261125,13/2/2018,11:57:27
3,TFIT15260826,13/2/2018,09:33:10
4,TUVT20040435,13/2/2018,09:06:46
5,TUVT17230223,13/2/2018,10:16:13
6,TUVT11170327,13/2/2018,09:31:08
7,TUVT17230223,13/2/2018,08:03:49
8,TUVT20040435,13/2/2018,08:09:43
9,TFIT15260826,13/2/2018,12:48:37
10,TUVT20040435,13/2/2018,09:55:04
11,TFIT10040522,13/2/2018,12:13:59
12,TFIT16240724,13/2/2018,12:33:46
13,TUVT10100321,13/2/2018,12:40:53
14,TFIT16280428,13/2/2018,11:13:00
15,TUVT06170419,13/2/2018,11:38:31
16,TUVT11070525,13/2/2018,08:55:12
17,TFIT06110919,13/2/2018,11:11:39
18,TFIT15240720,13/2/2018,12:50:25
19,TFIT06211118,13/2/2018,11:37:45
20,TFIT16180930,13/2/2018,08:14:52
21,TUVT17230223,13/2/2018,11:10:28
22,TUVT20040435,13/2/2018,11:26:56
23,TUVT20250333,13/2/2018,12:40:11
24,TUVT11070525,13/2/2018,12:34:33
25,TUVT11170327,13/2/2018,09:28:21
1,TFIT15260826,14/2/2018,10:30:06
2,TUVT17230223,14/2/2018,11:03:40
3,TUVT11170327,14/2/2018,08:31:35
4,TUVT20040435,14/2/2018,08:34:28
5,TFIT16300632,14/2/2018,11:32:47
6,TFIT08261125,14/2/2018,10:57:15
7,TUVT11170327,14/2/2018,12:33:13
8,TFIT15260826,14/2/2018,12:08:50
9,TFIT15260826,14/2/2018,12:12:37
10,TUVT20040435,14/2/2018,08:44:56
11,TUVT11070525,14/2/2018,10:39:57
12,TUVT10100321,14/2/2018,08:07:59
13,TUVT06170419,14/2/2018,08:59:39
14,TFIT16180930,14/2/2018,10:33:07
15,TFIT15240720,14/2/2018,11:00:24
16,TFIT16280428,14/2/2018,12:06:43
17,TFIT10040522,14/2/2018,10:51:36
18,TUVT20250333,14/2/2018,12:58:15
19,TFIT11241018,14/2/2018,10:18:24
20,TFIT06211118,14/2/2018,11:41:10
21,TUVT11170327,14/2/2018,10:06:09
22,TUVT10100321,14/2/2018,10:48:14
23,TUVT17230223,14/2/2018,12:11:30
24,TUVT06170419,14/2/2018,09:04:19
25,TUVT11070525,14/2/2018,08:36:53
1,TFIT15260826,15/2/2018,11:33:23
2,TUVT17230223,15/2/2018,11:18:03
3,TUVT11170327,15/2/2018,11:08:11
4,TUVT20040435,15/2/2018,08:43:53
5,TFIT16300632,15/2/2018,10:54:17
6,TFIT08261125,15/2/2018,12:19:05
7,TFIT15260826,15/2/2018,12:38:41
8,TUVT11170327,15/2/2018,12:23:48
9,TUVT11170327,15/2/2018,09:39:14
10,TUVT11170327,15/2/2018,09:32:43
11,TUVT06170419,15/2/2018,09:24:36
12,TFIT16280428,15/2/2018,09:33:00
13,TFIT16240724,15/2/2018,09:02:33
14,TUVT11070525,15/2/2018,10:12:54
15,TUVT20250333,15/2/2018,11:58:44
16,TFIT06211118,15/2/2018,09:12:58
17,TFIT10040522,15/2/2018,08:21:39
18,TUVT10100321,15/2/2018,12:02:22
19,TFIT06110919,15/2/2018,10:19:53
20,TFIT11241018,15/2/2018,09:51:12
21,TUVT17230223,15/2/2018,09:15:25
22,TUVT20040435,15/2/2018,10:34:24
23,TUVT11070525,15/2/2018,12:11:34
24,TUVT20250333,15/2/2018,09:17:29
25,TUVT10100321,15/2/2018,09:13:07
1,TFIT16300632,16/2/2018,10:17:17
2,TUVT11170327,16/2/2018,12:45:47
3,EMPTY,16/2/2018,08:00:47
4,TFIT15260826,16/2/2018,10:11:31
5,TUVT17230223,16/2/2018,12:50:11
6,TFIT08261125,16/2/2018,12:50:25
7,TUVT20040435,16/2/2018,12:38:51
8,TFIT15260826,16/2/2018,12:09:01
9,TFIT08261125,16/2/2018,08:20:49
10,TFIT15260826,16/2/2018,08:48:42
11,TFIT16180930,16/2/2018,10:59:18
12,TUVT10100321,16/2/2018,09:34:40
13,TFIT15240720,16/2/2018,10:09:56
14,TFIT06110919,16/2/2018,09:18:44
15,TFIT11241018,16/2/2018,10:35:49
16,TFIT16240724,16/2/2018,08:06:03
17,TUVT20250333,16/2/2018,08:27:25
18,TFIT06211118,16/2/2018,08:14:00
19,TUVT06170419,16/2/2018,10:26:39
20,TUVT11070525,16/2/2018,09:26:44
21,TUVT11070525,16/2/2018,08:25:21
22,TUVT17230223,16/2/2018,10:20:45
23,TUVT11170327,16/2/2018,09:13:04
24,TUVT10100321,16/2/2018,09:20:23
25,TUVT20250333,16/2/2018,12:02:16
1,TFIT15260826,19/2/2018,10:43:10
2,TFIT16300632,19/2/2018,12:44:19
3,TFIT08261125,19/2/2018,08:50:36
4,TUVT17230223,19/2/2018,10:10:15
5,TUVT11170327,19/2/2018,11:38:17
6,TUVT20040435,19/2/2018,10:15:09
7,TUVT11170327,19/2/2018,08:41:48
8,TFIT15260826,19/2/2018,10:12:54
9,TUVT11170327,19/2/2018,10:22:02
10,TFIT08261125,19/2/2018,08:38:18
11,TUVT10100321,19/2/2018,08:44:27
12,TFIT10040522,19/2/2018,08:03:54
13,TFIT11241018,19/2/2018,10:15:03
14,TFIT06211118,19/2/2018,10:56:29
15,TFIT16240724,19/2/2018,09:42:29
16,TFIT16280428,19/2/2018,09:06:51
17,TFIT06110919,19/2/2018,09:24:10
18,TFIT16180930,19/2/2018,09:16:53
19,TFIT15240720,19/2/2018,10:01:23
20,TUVT11070525,19/2/2018,12:11:42
21,TUVT20250333,19/2/2018,09:50:05
22,TUVT17230223,19/2/2018,09:39:08
23,TUVT11070525,19/2/2018,09:14:30
24,TUVT20040435,19/2/2018,08:44:34
25,TUVT10100321,19/2/2018,10:52:07
1,TUVT11170327,20/2/2018,09:49:50
2,TUVT17230223,20/2/2018,08:48:55
3,TUVT20040435,20/2/2018,08:54:00
4,TFIT16300632,20/2/2018,08:55:11
5,TFIT16280428,20/2/2018,08:04:50
6,TFIT08261125,20/2/2018,10:02:26
7,TUVT20040435,20/2/2018,09:11:02
8,TUVT17230223,20/2/2018,09:27:41
9,TFIT08261125,20/2/2018,11:59:19
10,TFIT16280428,20/2/2018,12:09:22
11,TUVT20250333,20/2/2018,10:50:42
12,TUVT11070525,20/2/2018,09:31:11
13,TUVT10100321,20/2/2018,11:43:42
14,TFIT10040522,20/2/2018,12:04:04
15,TFIT15240720,20/2/2018,09:23:25
16,TFIT06211118,20/2/2018,08:33:51
17,TUVT06170419,20/2/2018,12:09:30
18,TFIT11241018,20/2/2018,10:57:45
19,TFIT15260826,20/2/2018,10:33:17
20,TFIT16180930,20/2/2018,10:25:19
21,TUVT17230223,20/2/2018,09:45:00
22,TUVT20250333,20/2/2018,09:52:16
23,TUVT10100321,20/2/2018,09:49:22
24,TUVT06170419,20/2/2018,11:57:47
25,TUVT11070525,20/2/2018,12:12:00
1,TFIT16280428,21/2/2018,11:48:40
2,TUVT20040435,21/2/2018,09:39:20
3,TFIT16300632,21/2/2018,09:29:37
4,TUVT11170327,21/2/2018,08:52:47
5,EMPTY,21/2/2018,08:01:28
6,TFIT08261125,21/2/2018,12:47:38
7,TUVT17230223,21/2/2018,08:28:35
8,TUVT11170327,21/2/2018,10:22:57
9,TUVT17230223,21/2/2018,11:15:09
10,TUVT17230223,21/2/2018,10:43:42
11,TUVT10100321,21/2/2018,11:34:11
12,TUVT11070525,21/2/2018,11:19:02
13,TFIT11241018,21/2/2018,08:39:36
14,TFIT16240724,21/2/2018,09:51:04
15,TFIT06211118,21/2/2018,12:38:32
16,TFIT06110919,21/2/2018,09:22:15
17,TFIT15240720,21/2/2018,10:40:41
18,TFIT15260826,21/2/2018,11:42:58
19,TFIT10040522,21/2/2018,11:25:35
20,TUVT20250333,21/2/2018,09:53:02
21,TUVT20040435,21/2/2018,10:55:02
22,TUVT20250333,21/2/2018,09:26:54
23,TUVT06170419,21/2/2018,09:43:30
24,TUVT10100321,21/2/2018,08:34:00
25,TUVT11170327,21/2/2018,12:52:37
1,TFIT16280428,22/2/2018,11:11:41
2,TFIT08261125,22/2/2018,11:04:25
3,TFIT16300632,22/2/2018,10:57:00
4,TUVT20040435,22/2/2018,08:39:13
5,TUVT11170327,22/2/2018,11:08:02
6,TUVT17230223,22/2/2018,12:52:17
7,TUVT20040435,22/2/2018,10:07:06
8,TFIT08261125,22/2/2018,08:46:04
9,TFIT16280428,22/2/2018,08:58:03
10,TFIT16280428,22/2/2018,11:50:40
11,TUVT06170419,22/2/2018,09:17:55
12,TFIT06211118,22/2/2018,11:30:40
13,TUVT20250333,22/2/2018,12:36:20
14,TFIT16180930,22/2/2018,08:49:12
15,TFIT10040522,22/2/2018,09:42:32
16,TFIT15260826,22/2/2018,12:02:08
17,TUVT11070525,22/2/2018,09:02:04
18,TUVT10100321,22/2/2018,11:42:09
19,TFIT15240720,22/2/2018,11:50:41
20,TFIT06110919,22/2/2018,11:39:23
21,TUVT20040435,22/2/2018,09:51:11
22,TUVT20250333,22/2/2018,08:15:15
23,TUVT06170419,22/2/2018,08:55:08
24,TUVT17230223,22/2/2018,09:42:48
25,TUVT10100321,22/2/2018,11:08:34
1,TFIT16300632,23/2/2018,12:10:04
2,TFIT16280428,23/2/2018,09:33:18
3,TUVT17230223,23/2/2018,10:43:18
4,TUVT11170327,23/2/2018,11:03:06
5,TUVT20040435,23/2/2018,10:36:12
6,TFIT08261125,23/2/2018,09:25:49
7,TUVT20040435,23/2/2018,11:42:25
8,TFIT16280428,23/2/2018,09:34:54
9,TUVT20040435,23/2/2018,08:32:08
10,TFIT16280428,23/2/2018,12:24:13
11,TFIT06110919,23/2/2018,12:39:45
12,TFIT06211118,23/2/2018,12:23:07
13,TUVT20250333,23/2/2018,12:11:03
14,TFIT15260826,23/2/2018,10:27:59
15,TFIT16180930,23/2/2018,09:31:28
16,TFIT10040522,23/2/2018,11:24:12
17,TFIT11241018,23/2/2018,11:54:38
18,TFIT15240720,23/2/2018,09:20:05
19,TUVT11070525,23/2/2018,12:37:07
20,TUVT06170419,23/2/2018,09:07:47
21,TUVT10100321,23/2/2018,11:13:52
22,TUVT11070525,23/2/2018,08:37:00
23,TUVT17230223,23/2/2018,11:58:09
24,TUVT06170419,23/2/2018,09:28:14
25,TUVT20250333,23/2/2018,11:33:43
1,TFIT16300632,26/2/2018,10:12:26
2,TUVT17230223,26/2/2018,10:09:22
3,TUVT20040435,26/2/2018,09:00:02
4,TFIT08261125,26/2/2018,08:31:43
5,TUVT11170327,26/2/2018,08:04:41
6,TFIT16280428,26/2/2018,11:25:54
7,TUVT20040435,26/2/2018,08:53:15
8,TFIT16280428,26/2/2018,10:04:16
9,TFIT16300632,26/2/2018,09:40:53
10,TUVT20040435,26/2/2018,12:42:29
11,TFIT06211118,26/2/2018,09:07:17
12,TFIT06110919,26/2/2018,10:33:43
13,TUVT20250333,26/2/2018,09:56:45
14,TUVT11070525,26/2/2018,08:39:51
15,TFIT10040522,26/2/2018,08:03:40
16,TFIT15260826,26/2/2018,09:14:45
17,TUVT10100321,26/2/2018,08:50:32
18,TFIT16180930,26/2/2018,10:18:56
19,TUVT06170419,26/2/2018,12:42:15
20,TFIT11241018,26/2/2018,10:24:54
21,TUVT06170419,26/2/2018,12:30:06
22,TUVT11070525,26/2/2018,11:17:18
23,TUVT20250333,26/2/2018,10:55:37
24,TUVT10100321,26/2/2018,08:51:58
25,TUVT11170327,26/2/2018,09:16:01
1,TFIT16280428,27/2/2018,11:19:38
2,TUVT20040435,27/2/2018,08:50:48
3,TFIT08261125,27/2/2018,12:49:30
4,TUVT17230223,27/2/2018,08:11:52
5,TUVT11170327,27/2/2018,12:24:27
6,TFIT16300632,27/2/2018,12:37:04
7,TUVT20040435,27/2/2018,10:14:27
8,TFIT08261125,27/2/2018,08:55:05
9,TFIT16280428,27/2/2018,12:35:17
10,TUVT17230223,27/2/2018,10:40:34
11,TUVT10100321,27/2/2018,10:10:06
12,TFIT06110919,27/2/2018,10:54:16
13,TFIT15260826,27/2/2018,11:31:48
14,TUVT06170419,27/2/2018,12:34:10
15,TFIT11241018,27/2/2018,09:02:13
16,TFIT15240720,27/2/2018,08:03:48
17,TFIT06211118,27/2/2018,08:57:58
18,TFIT16240724,27/2/2018,11:00:31
19,TUVT11070525,27/2/2018,08:06:49
20,TUVT20250333,27/2/2018,10:09:22
21,TUVT17230223,27/2/2018,12:30:33
22,TUVT10100321,27/2/2018,09:02:49
23,TUVT11170327,27/2/2018,08:34:35
24,TUVT11070525,27/2/2018,08:39:32
25,TUVT20250333,27/2/2018,08:42:01
1,TFIT16280428,28/2/2018,10:34:01
2,TUVT11170327,28/2/2018,11:45:11
3,TFIT16300632,28/2/2018,09:22:12
4,TUVT20040435,28/2/2018,09:04:46
5,TUVT17230223,28/2/2018,10:47:08
6,TFIT08261125,28/2/2018,08:27:12
7,TUVT17230223,28/2/2018,08:40:14
8,TUVT11170327,28/2/2018,09:06:05
9,TUVT11170327,28/2/2018,10:47:16
10,TUVT20040435,28/2/2018,10:29:39
11,TFIT15260826,28/2/2018,08:12:55
12,TFIT15240720,28/2/2018,11:34:16
13,TFIT16180930,28/2/2018,11:11:59
14,TFIT11241018,28/2/2018,10:49:49
15,TFIT16240724,28/2/2018,11:46:06
16,TFIT10040522,28/2/2018,10:36:30
17,TUVT11070525,28/2/2018,11:38:20
18,TFIT06110919,28/2/2018,11:12:41
19,TUVT10100321,28/2/2018,11:17:29
20,TFIT06211118,28/2/2018,09:02:50
21,TUVT11170327,28/2/2018,12:17:19
22,TUVT10100321,28/2/2018,08:45:50
23,TUVT11070525,28/2/2018,11:54:31
24,TUVT17230223,28/2/2018,10:49:30
25,TUVT20040435,28/2/2018,11:36:43
1,TFIT08261125,1/3/2018,08:11:01
2,TFIT16300632,1/3/2018,11:02:45
3,TUVT17230223,1/3/2018,09:48:46
4,TUVT11170327,1/3/2018,08:17:52
5,TFIT16280428,1/3/2018,11:42:55
6,TUVT20040435,1/3/2018,09:24:03
7,TUVT20040435,1/3/2018,09:20:14
8,TUVT17230223,1/3/2018,12:52:19
9,TUVT17230223,1/3/2018,11:46:09
10,TFIT16280428,1/3/2018,11:56:01
11,TUVT11070525,1/3/2018,11:53:24
12,TUVT20250333,1/3/2018,08:52:07
13,TUVT10100321,1/3/2018,10:02:32
14,TFIT10040522,1/3/2018,09:55:38
15,TUVT06170419,1/3/2018,11:46:39
16,TFIT06211118,1/3/2018,09:26:27
17,TFIT11241018,1/3/2018,10:59:36
18,TFIT15240720,1/3/2018,10:09:07
19,TFIT16240724,1/3/2018,08:21:57
20,TFIT15260826,1/3/2018,11:32:26
21,TUVT06170419,1/3/2018,08:12:03
22,TUVT17230223,1/3/2018,08:01:30
23,TUVT20040435,1/3/2018,09:41:56
24,TUVT20250333,1/3/2018,09:09:07
25,TUVT11170327,1/3/2018,08:09:37
1,TFIT16280428,2/3/2018,12:44:28
2,TFIT16300632,2/3/2018,12:49:26
3,TUVT20040435,2/3/2018,10:56:59
4,TFIT16280428,2/3/2018,08:05:18
5,TUVT17230223,2/3/2018,12:55:28
6,TFIT08261125,2/3/2018,12:58:03
7,TUVT11170327,2/3/2018,10:14:35
8,TFIT16280428,2/3/2018,08:53:15
9,TUVT11170327,2/3/2018,11:16:42
10,TFIT16280428,2/3/2018,12:59:21
11,TFIT06211118,2/3/2018,08:33:41
12,TUVT10100321,2/3/2018,12:49:09
13,TFIT15260826,2/3/2018,09:47:18
14,TFIT16180930,2/3/2018,12:50:15
15,TFIT10040522,2/3/2018,12:36:52
16,TFIT16240724,2/3/2018,11:39:15
17,TFIT15240720,2/3/2018,10:37:43
18,TUVT06170419,2/3/2018,08:17:23
19,TUVT20250333,2/3/2018,11:29:52
20,TFIT06110919,2/3/2018,09:25:11
21,TUVT20250333,2/3/2018,08:58:11
22,TUVT06170419,2/3/2018,08:59:21
23,TUVT17230223,2/3/2018,10:06:30
24,TUVT11070525,2/3/2018,11:51:54
25,TUVT11170327,2/3/2018,09:02:39
1,TUVT11170327,5/3/2018,12:23:03
2,TFIT16300632,5/3/2018,12:08:58
3,TUVT17230223,5/3/2018,08:53:29
4,TFIT16280428,5/3/2018,12:45:25
5,TFIT08261125,5/3/2018,09:11:20
6,TUVT20040435,5/3/2018,10:47:20
7,TFIT16280428,5/3/2018,09:12:16
8,EMPTY,5/3/2018,08:02:56
9,TFIT08261125,5/3/2018,09:08:08
10,TUVT17230223,5/3/2018,10:26:23
11,TUVT11070525,5/3/2018,11:46:30
12,TFIT15260826,5/3/2018,12:20:55
13,TFIT10040522,5/3/2018,11:31:24
14,TFIT15240720,5/3/2018,10:59:59
15,TUVT20250333,5/3/2018,09:27:17
16,TUVT10100321,5/3/2018,09:29:41
17,TFIT06211118,5/3/2018,11:27:38
18,TFIT16240724,5/3/2018,09:56:52
19,TFIT06110919,5/3/2018,12:05:23
20,TUVT06170419,5/3/2018,08:54:31
21,TUVT06170419,5/3/2018,11:13:40
22,TUVT20040435,5/3/2018,12:33:24
23,TUVT20250333,5/3/2018,08:48:21
24,TUVT17230223,5/3/2018,08:28:00
25,TUVT11070525,5/3/2018,08:46:01
1,TFIT16300632,6/3/2018,09:10:31
2,TFIT16280428,6/3/2018,11:53:17
3,TUVT17230223,6/3/2018,12:51:39
4,TUVT11170327,6/3/2018,11:19:34
5,TUVT20040435,6/3/2018,11:18:11
6,TFIT08261125,6/3/2018,09:23:57
7,TFIT16300632,6/3/2018,10:02:41
8,TUVT11170327,6/3/2018,08:56:54
9,TFIT08261125,6/3/2018,11:02:25
10,TUVT17230223,6/3/2018,09:10:55
11,TUVT20250333,6/3/2018,11:17:09
12,TUVT06170419,6/3/2018,08:11:39
13,TFIT06211118,6/3/2018,08:18:04
14,TFIT16180930,6/3/2018,09:32:08
15,TFIT06110919,6/3/2018,08:18:47
16,TUVT10100321,6/3/2018,08:30:56
17,TUVT11070525,6/3/2018,08:13:01
18,TFIT16240724,6/3/2018,12:27:57
19,TFIT10040522,6/3/2018,11:31:37
20,TFIT15240720,6/3/2018,11:54:43
21,TUVT20250333,6/3/2018,12:27:20
22,TUVT17230223,6/3/2018,11:12:10
23,TUVT11070525,6/3/2018,08:18:25
24,TUVT11170327,6/3/2018,09:25:16
25,TUVT10100321,6/3/2018,09:14:44
1,TFIT16280428,7/3/2018,12:52:37
2,TUVT11170327,7/3/2018,09:19:53
3,TUVT20040435,7/3/2018,11:53:28
4,TFIT08261125,7/3/2018,11:17:39
5,TFIT16300632,7/3/2018,09:20:03
6,TUVT17230223,7/3/2018,11:15:43
7,TFIT16280428,7/3/2018,10:17:07
8,TFIT08261125,7/3/2018,09:19:45
9,TUVT17230223,7/3/2018,08:05:02
10,TUVT11170327,7/3/2018,08:12:07
11,TUVT11070525,7/3/2018,10:29:13
12,TFIT06211118,7/3/2018,09:44:18
13,TFIT15240720,7/3/2018,12:36:37
14,TFIT16180930,7/3/2018,11:46:45
15,TUVT10100321,7/3/2018,09:43:31
16,TFIT10040522,7/3/2018,09:50:44
17,TFIT15260826,7/3/2018,10:33:40
18,TUVT20250333,7/3/2018,08:49:42
19,TFIT06110919,7/3/2018,09:08:26
20,TUVT06170419,7/3/2018,12:23:23
21,TUVT17230223,7/3/2018,11:49:36
22,TUVT20040435,7/3/2018,08:49:30
23,TUVT11070525,7/3/2018,08:19:54
24,TUVT11170327,7/3/2018,09:36:04
25,TUVT10100321,7/3/2018,12:09:19
1,TUVT17230223,8/3/2018,09:40:14
2,TFIT16300632,8/3/2018,11:52:24
3,TFIT16280428,8/3/2018,11:11:22
4,TUVT20040435,8/3/2018,09:00:23
5,TUVT11170327,8/3/2018,08:29:27
6,TFIT08261125,8/3/2018,08:57:26
7,TUVT20040435,8/3/2018,09:13:21
8,TUVT11170327,8/3/2018,08:37:47
9,TFIT16280428,8/3/2018,09:57:26
10,TUVT20040435,8/3/2018,11:29:21
11,TUVT11070525,8/3/2018,11:02:32
12,TUVT06170419,8/3/2018,09:00:58
13,TFIT15240720,8/3/2018,12:43:24
14,TFIT10040522,8/3/2018,12:15:59
15,TFIT06211118,8/3/2018,08:22:59
16,TFIT06110919,8/3/2018,10:48:14
17,TFIT15260826,8/3/2018,11:09:44
18,TFIT16240724,8/3/2018,11:03:51
19,TUVT20250333,8/3/2018,08:36:26
20,TUVT10100321,8/3/2018,09:47:08
21,TUVT06170419,8/3/2018,11:46:30
22,TUVT20040435,8/3/2018,08:38:43
23,TUVT17230223,8/3/2018,08:06:40
24,TUVT11070525,8/3/2018,08:38:03
25,TUVT10100321,8/3/2018,12:01:50
1,TFIT16280428,9/3/2018,12:49:45
2,TUVT11170327,9/3/2018,08:19:45
3,TUVT17230223,9/3/2018,12:02:24
4,TFIT08261125,9/3/2018,08:57:50
5,TUVT20040435,9/3/2018,11:32:33
6,TFIT16300632,9/3/2018,11:20:13
7,TUVT17230223,9/3/2018,10:28:01
8,TFIT16280428,9/3/2018,12:53:28
9,TUVT11170327,9/3/2018,09:13:12
10,TUVT11170327,9/3/2018,10:10:53
11,TFIT06211118,9/3/2018,10:47:50
12,TFIT15260826,9/3/2018,12:25:20
13,TUVT06170419,9/3/2018,09:38:46
14,TFIT06110919,9/3/2018,12:01:39
15,TFIT10040522,9/3/2018,12:03:11
16,TUVT20250333,9/3/2018,09:00:29
17,TUVT11070525,9/3/2018,12:15:42
18,TFIT16180930,9/3/2018,10:32:32
19,TFIT15240720,9/3/2018,10:01:37
20,TUVT10100321,9/3/2018,10:19:01
21,TUVT20250333,9/3/2018,11:18:59
22,TUVT20040435,9/3/2018,09:10:52
23,TUVT11170327,9/3/2018,09:35:04
24,TUVT17230223,9/3/2018,10:47:21
25,TUVT11070525,9/3/2018,08:10:49
1,TUVT17230223,12/3/2018,12:00:54
2,TUVT20040435,12/3/2018,11:42:04
3,TFIT16300632,12/3/2018,08:53:13
4,TUVT11170327,12/3/2018,08:10:40
5,TFIT08261125,12/3/2018,10:38:28
6,TFIT16280428,12/3/2018,12:16:24
7,TFIT08261125,12/3/2018,12:38:08
8,TUVT11170327,12/3/2018,12:24:40
9,TUVT11170327,12/3/2018,10:52:24
10,TFIT08261125,12/3/2018,11:38:21
11,TFIT16240724,12/3/2018,08:38:09
12,TFIT15240720,12/3/2018,08:58:02
13,TFIT06211118,12/3/2018,11:31:15
14,TUVT20250333,12/3/2018,10:05:54
15,TFIT15260826,12/3/2018,08:48:56
16,TFIT16180930,12/3/2018,08:50:48
